cyient_ns,-7.9999999999998295,-50.34999999999991,-32.75000000000006,-55.05000000000007,-22.999999999999943,-26.300000000000068,-38.55000000000001,22.499999999999943,-23.149999999999977,-46.19999999999999,-7.0,-16.40000000000009,15.299999999999955,49.549999999999955,-37.14999999999992,-39.24999999999994,17.19999999999999,-4.650000000000034
hcl_tech_ns,-0.40000000000009095,25.999999999999886,45.10000000000002,2.75,-0.8000000000000682,47.250000000000114,-48.650000000000205,-5.550000000000068,-5.250000000000114,-57.900000000000205,-3.549999999999841,-3.6000000000000227,22.75,-1.800000000000182,11.649999999999977,-88.95000000000005,17.79999999999984,-28.20000000000016
infy_ns,50.39991999999984,14.35003000000006,-99.80004000000008,0.15002000000004045,38.34997999999996,-59.90002000000004,-57.89982999999984,-46.599919999999884,38.99986999999987,-24.39961999999946,16.25001999999995,-96.59996999999998,5.249879999999848,-15.000120000000152,59.25013000000013,-70.94993999999997,-64.25026000000025,2.1498999999998887
mindtree_ns,-18.100000000000136,-15.449999999999932,-52.649999999999864,25.199999999999932,4.900000000000091,11.849999999999966,-57.85000000000008,-29.550000000000068,-1.6000000000000227,-39.44999999999993,11.399999999999977,-102.85000000000002,34.79999999999984,-46.04999999999984,-12.299999999999955,-103.0999999999998,102.54999999999984,-68.24999999999989
mphasis_ns,11.750000000000114,-7.149999999999977,-34.89999999999975,50.19999999999993,-4.050000000000182,29.000000000000057,-34.05000000000001,9.699999999999818,-51.35000000000002,-23.54999999999984,5.449999999999818,-61.75,65.04999999999973,38.2000000000001,-23.749999999999886,-47.650000000000034,-36.349999999999966,68.7999999999999
oracle_financial_software_services_ns,31.749999999999545,411.5500000000002,130.55000000000018,48.900000000001,112.45000000000027,-295.7999999999997,-93.150000000001,-180.85000000000036,-97.29999999999927,-554.5,-34.000000000000455,126.40000000000055,155.99999999999864,-35.59999999999991,-276.34999999999945,-71.69999999999936,127.85000000000082,254.70000000000027
persistent_ns,16.799999999999955,-45.64999999999975,-7.900000000000205,-30.299999999999955,-43.15000000000009,-56.64999999999998,-56.65000000000009,58.45000000000027,-66.55000000000007,-89.54999999999984,3.8999999999998636,-51.100000000000136,-24.500000000000114,-45.500000000000114,-6.100000000000023,-56.30000000000018,-9.050000000000068,123.30000000000007
tcs_ns,142.04999999999927,3.450000000000273,-15.199999999999818,114.0,30.699999999999818,-229.95000000000027,79.24999999999909,-98.39999999999964,-59.19999999999936,-274.7999999999993,164.19999999999982,90.24999999999955,1.6499999999996362,52.30000000000064,58.04999999999927,8.299999999999727,142.20000000000027,98.35000000000036
techMahindra_ns,19.14999999999992,-16.250000000000057,7.2999999999999545,8.899999999999977,11.700000000000045,26.40000000000009,-13.199999999999989,-62.49999999999994,-12.79999999999984,-35.39999999999998,-22.05000000000001,-9.699999999999989,-7.64999999999992,-8.400000000000091,54.34999999999991,-0.6500000000000341,-16.149999999999977,-13.85000000000008
wipro_ns,26.050010000000043,-15.899929999999927,8.850020000000086,9.60005000000001,7.349959999999896,-4.6000099999999975,-14.999989999999912,-13.549959999999942,-13.249989999999912,-64.95006000000012,16.65002000000004,18.049889999999778,22.05004000000008,-7.9000200000000405,11.04998999999998,-32.5001000000002,14.95001000000002,-0.9998999999997977
